"","sub","group","values"
"1",1,0,88.7215942070991
"2",1,0,68.4060607382688
"3",1,0,98.8594326718319
"4",1,0,96.4294291765908
"5",1,0,84.5941695198737
"6",1,0,108.001005279304
"7",1,0,112.194971410008
"8",1,0,81.4218142558761
"9",1,0,76.2860774819837
"10",1,0,105.065604580375
"11",1,0,85.4826697282332
"12",1,0,100.501286420168
"13",1,0,107.830379608993
"14",1,0,112.746347349628
"15",1,0,102.791372221239
"16",1,0,121.007947926962
"17",1,0,83.9907702764979
"18",1,0,90.2358569706166
"19",1,0,74.3989192178619
"20",1,0,110.733307395025
"21",1,0,83.6195755793224
"22",1,0,124.735151413105
"23",1,0,105.771756173346
"24",1,0,105.994636637895
"25",1,0,106.868372061727
"26",1,0,100.936031458031
"27",1,0,103.095634117131
"28",1,0,82.353254664567
"29",1,0,109.347092660051
"30",1,0,122.351310159338
"31",1,0,111.333053600899
"32",1,0,104.061191522408
"33",1,0,101.620828859562
"34",1,0,124.403839772484
"35",1,0,91.5432870153779
"36",1,0,74.0012086743523
"37",1,0,96.3128458072719
"38",1,0,99.1560586427717
"39",1,0,117.67601216136
"40",1,0,107.919671422972
"41",1,0,95.7007266646349
"42",1,0,90.2755392666061
"43",1,0,122.392662272977
"44",1,0,90.7351480339916
"45",1,0,90.4420904894793
"46",1,0,109.840827384474
"47",1,0,99.438734766844
"48",1,0,NA
"49",1,0,78.0984245977307
"50",1,0,119.815932279619
"51",1,0,120.78214436586
"52",1,0,87.048917454136
"53",1,0,104.796046050776
"54",1,0,88.0520805216897
"55",1,0,113.023309100291
"56",1,0,107.085146000568
"57",1,0,99.3471893086485
"58",1,0,100.283478359143
"59",1,0,93.2234077409205
"60",1,0,87.9588924058074
"61",1,0,119.926536431604
"62",1,0,119.685191671233
"63",1,0,86.0715063794432
"64",1,0,114.664550125794
"65",1,0,113.853776976159
"66",1,0,122.397116169737
"67",1,0,120.995847037368
"68",1,0,125.847626195311
"69",1,0,94.8914338836093
"70",1,0,93.9173130021576
"71",1,0,103.948978843011
"72",1,0,126.738363092915
"73",1,0,92.5236820681014
"74",1,0,110.724370295556
"75",1,0,134.294223415587
"76",1,0,104.814223418167
"77",1,0,100.141403341792
"78",1,0,117.383985489422
"79",1,0,114.372332790972
"80",1,0,70.8582587308227
"81",1,0,88.71241786481
"82",1,0,111.394790438481
"83",1,0,107.960589363656
"84",1,0,110.580284437582
"85",1,0,131.799354043805
"86",1,0,116.677264604761
"87",1,0,99.5413382185065
"88",1,0,110.52127234112
"89",1,0,66.8134563590701
"90",1,0,108.347827802997
"91",1,0,84.354652922332
"92",1,0,106.136380872674
"93",1,0,98.4631312895161
"94",1,0,95.1648547420626
"95",1,0,93.5668009985738
"96",1,0,120.649834598884
"97",1,0,88.0775150776483
"98",1,0,103.8243591809
"99",1,0,97.1181060646077
"100",1,0,109.938175766066
"101",1,0,102.768632716115
"102",1,0,100.957069117105
"103",1,0,85.0734991714437
"104",1,0,91.1669028023843
"105",1,0,59.1553459071082
"106",1,0,116.897560454284
"107",1,0,112.968098488762
"108",1,0,94.9364607901673
"109",1,0,88.4768406306054
"110",1,0,112.193682069919
"111",1,0,84.2004224909398
"112",1,0,144.372483070907
"113",1,0,116.080576148125
"114",1,0,108.956138179585
"115",1,0,81.0171334787582
"116",1,0,112.990459190318
"117",1,0,99.6731978534877
"118",1,0,94.342441120944
"119",1,0,102.761066606081
"120",1,0,119.383504115895
"121",1,0,67.1764893585004
"122",1,0,115.87694823245
"123",1,0,104.124680107061
"124",1,0,92.582147519793
"125",1,0,111.717200700528
"126",1,0,102.42247786931
"127",1,0,86.8194714455873
"128",1,0,90.6504657704538
"129",1,0,85.0714427908877
"130",1,0,105.849291327737
"131",1,0,76.0137941267932
"132",1,0,82.7544192742249
"133",1,0,88.2414466822924
"134",1,0,84.7048688893121
"135",1,0,120.709007109415
"136",1,0,113.053113850365
"137",1,0,76.5824222181394
"138",1,0,101.416646603357
"139",1,0,103.104570195225
"140",1,0,78.3622840291682
"141",1,0,106.53851143128
"142",1,0,81.5408410520427
"143",1,0,122.984256084504
"144",1,0,110.082675119528
"145",1,0,105.688170610947
"146",1,0,109.520675087687
"147",1,0,104.431094059134
"148",1,0,110.458733793648
"149",1,0,87.7287927109926
"150",1,0,86.489512892779
"151",1,0,111.601445454705
"152",1,0,112.464258916891
"153",1,0,92.1174538359393
"154",1,0,102.391256093939
"155",1,0,90.7815842581501
"156",1,0,105.729962706064
"157",1,0,89.1924184055784
"158",1,0,100.472091871038
"159",1,0,101.590602038559
"160",1,0,101.644847847495
"161",1,0,84.4818637491622
"162",1,0,106.961569584734
"163",1,0,100.580296875194
"164",1,0,109.573129894969
"165",1,0,86.3806188122723
"166",1,0,89.3764385231705
"167",1,0,102.18502952124
"168",1,0,98.6440006839812
"169",1,0,88.3744720337181
"170",1,0,90.3586430302458
"171",1,0,102.342896975352
"172",1,0,113.624706884098
"173",1,0,98.6574283972427
"174",1,0,91.7881775146543
"175",1,0,135.007008954729
"176",1,0,99.5916112818381
"177",1,0,89.2736369454489
"178",1,0,86.9429761104241
"179",1,0,86.5886536817448
"180",1,0,85.5826639417762
"181",1,0,102.257585056971
"182",1,0,113.155215110307
"183",1,0,101.328549896618
"184",1,0,118.621074210344
"185",1,0,135.69297283364
"186",1,0,115.247828245876
"187",1,0,107.350220695717
"188",1,0,83.6177864046554
"189",1,0,111.562484646196
"190",1,0,90.5647669689575
"191",1,0,101.740352522768
"192",1,0,89.7505048318695
"193",1,0,124.834522644898
"194",1,0,83.9443454815907
"195",1,0,97.2907297079949
"196",1,0,122.04501948503
"197",1,0,111.034867504609
"198",1,0,102.106635546019
"199",1,0,79.9613039489013
"200",1,0,118.393997878707
"201",1,0,105.299154331545
"202",1,0,99.1844956493061
"203",1,0,81.9832763405025
"204",1,0,114.548246513197
"205",1,0,83.4936297743873
"206",1,0,119.571160692747
"207",1,0,107.051302671806
"208",1,0,70.984672354397
"209",1,0,105.545119659346
"210",1,0,120.335803190734
"211",1,0,113.86459208295
"212",1,0,116.499228574001
"213",1,0,102.155939225845
"214",1,0,109.41378874224
"215",1,0,75.8659730092932
"216",1,0,69.6012454263046
"217",1,0,89.1978730938929
"218",1,0,86.0407316845464
"219",1,0,58.7852056031732
"220",1,0,107.718756022107
"221",1,0,118.266923344023
"222",1,0,102.767538812202
"223",1,0,83.6813157279676
"224",1,0,86.4630523464253
"225",1,0,96.3451949934111
"226",1,0,102.476154860574
"227",1,0,92.5184838230585
"228",1,0,95.5201151839958
"229",1,0,101.681288312959
"230",1,0,92.0493887180496
"231",1,0,84.3281136797117
"232",1,0,105.943359599072
"233",1,0,NA
"234",1,0,121.233564280597
"235",1,0,118.090345024166
"236",1,0,105.582465589667
"237",1,0,87.7163426380957
"238",1,0,95.1816888076385
"239",1,0,105.134844857608
"240",1,0,93.2299886029166
"241",1,0,94.1293956064576
"242",1,0,99.9611374953751
"243",1,0,108.96040345198
"244",1,0,87.4531119310338
"245",1,0,135.388866038464
"246",1,0,107.268386114908
"247",1,0,81.5573042001713
"248",1,0,83.5074822248533
"249",1,0,108.126259291714
"250",1,0,97.8554671796155
"251",1,0,117.364543042896
"252",1,0,88.6124798378023
"253",1,0,82.8233023121367
"254",1,0,113.525937063799
"255",1,0,102.052227182399
"256",1,0,92.0459826344552
"257",1,0,92.8752069674491
"258",1,0,101.050369974094
"259",1,0,114.992418399746
"260",1,0,83.0714070051458
"261",1,0,98.3752141240537
"262",1,0,84.3236847258113
"263",1,0,90.5821310104083
"264",1,0,99.5844602080867
"265",1,0,NA
"266",1,0,73.6311330203103
"267",1,0,96.2003142528713
"268",1,0,94.7007853921965
"269",1,0,148.428226047479
"270",1,0,110.226335853551
"271",1,0,97.6735803402873
"272",1,0,106.011420822591
"273",1,0,118.228571226934
"274",1,0,98.5107765572695
"275",1,0,123.32162514344
"276",1,0,108.670593520848
"277",1,0,106.075691042895
"278",1,0,117.415474076907
"279",1,0,118.998543357554
"280",1,0,124.364190093954
"281",1,0,93.3202851247052
"282",1,0,122.018449050057
"283",1,0,110.688961411088
"284",1,0,92.7261381928149
"285",1,0,85.1652431229481
"286",1,0,94.0901046844069
"287",1,0,92.8097768658431
"288",1,0,103.220638617376
"289",1,0,90.5221582721956
"290",1,0,73.7637043925159
"291",1,0,120.403697726752
"292",1,0,119.340450348549
"293",1,0,92.2194041335199
"294",1,0,112.094151295937
"295",1,0,118.166502299614
"296",1,0,96.9726766490639
"297",1,0,105.133645731755
"298",1,0,91.9609497969538
"299",1,0,113.772789584043
